93.630070; 122.684921
137.671192; 300.000000
179.717363; 601.784892
175.021503; 901.208221
177.075913; 1200.407129
177.385174; 1501.000000
187.492142; 1800.532236
199.872101; 2101.000000
201.403995; 2400.313546
196.686830; 2700.271254
194.225412; 3000.117005
198.711810; 3300.000000
211.097283; 3600.000000
220.756691; 3900.127341
239.531629; 4200.210672
254.605880; 4501.263254
266.326906; 4800.000000
283.294073; 5100.649465
302.603067; 5400.102608
322.680927; 5700.090556
338.569117; 6000.000000
360.894572; 6300.000000
378.525675; 6601.000000
393.123839; 6900.000000
402.063328; 7200.000000
405.563568; 7501.000000
403.581069; 7801.000000
405.772305; 8100.415637
405.409460; 8400.000000
398.648002; 8700.000000
393.247833; 9000.000000
390.474190; 9301.068639
387.587667; 9601.000000
382.972334; 9900.926730
380.126398; 10200.957669
374.740401; 10500.612650
371.224356; 10800.000000
359.865959; 11100.000000
350.229868; 11400.402821
341.495027; 11700.538876
334.960941; 12000.000000
329.027122; 12300.000000
324.446670; 12600.687794
318.913464; 12900.000000
313.496960; 13200.000000
309.158589; 13500.000000
303.705668; 13800.000000
299.991849; 14100.000000
295.973169; 14400.000000
292.769270; 14701.625033
289.165742; 15000.000000
285.520794; 15300.604803
281.791584; 15600.305884
278.892017; 15900.155447
276.482264; 16200.000000
273.930291; 16500.000000
271.532333; 16800.000000
269.390564; 17100.179318
266.830415; 17401.000000
264.502758; 17700.295740
262.177935; 18000.000000
261.127060; 18300.308409
259.319159; 18600.549974
257.116759; 18900.000000
255.766371; 19200.000000
254.256546; 19500.478635
252.719139; 19800.056713
251.403754; 20100.328555
250.184954; 20400.000000
248.742859; 20700.000000
247.502966; 21000.000000
246.265118; 21300.000000
245.018111; 21601.000000
243.701016; 21900.005447
242.367472; 22201.000000
241.456213; 22500.554340
240.560400; 22800.000000
239.311240; 23100.000000
238.228022; 23400.000000
237.367397; 23700.040225
236.376785; 24000.359917
235.956945; 24300.000000
234.778106; 24600.252683
233.702973; 24900.713139
232.872391; 25200.000000
232.623672; 25500.598302
232.936878; 25800.000000
232.383497; 26100.085446
232.597927; 26400.000000
232.339585; 26700.000000
231.727086; 27000.897893
230.813869; 27300.244987
230.483426; 27600.000000
230.031641; 27900.000000
230.147592; 28201.000000
229.920643; 28500.000000
229.645575; 28800.238702
229.367718; 29100.000000
229.080758; 29400.000000
228.410409; 29700.000000
227.849338; 30000.000000
227.389330; 30300.000000
226.986328; 30600.000000
226.523356; 30900.000000
225.742104; 31200.335122
225.084785; 31500.514648
224.832608; 31801.000000
224.480546; 32100.000000
223.891599; 32400.000000
223.536167; 32701.000000
223.226888; 33000.000000
223.054739; 33300.000000
222.473267; 33600.733508
222.176482; 33900.000000
221.872550; 34200.000000
221.709556; 34500.000000
221.498414; 34800.000000
221.113447; 35100.000000
220.701828; 35400.182101
220.317045; 35700.244767
220.361558; 36000.000000
220.170702; 36300.132077
219.912162; 36600.133531
219.590524; 36900.265774
219.119207; 37200.428306
218.664377; 37500.000000
218.412527; 37800.000000
218.179917; 38100.000000
217.852902; 38400.769924
217.516057; 38700.000000
217.155023; 39000.000000
216.892462; 39300.513901
216.413777; 39600.000000
215.999925; 39900.000000
215.786576; 40200.980081
215.534739; 40500.000000
215.271114; 40800.000000
215.176874; 41100.297044
214.904355; 41400.000000
214.515791; 41700.010277
214.134663; 42000.363573
213.822522; 42300.135363
213.596838; 42600.000000
213.274218; 42900.000000
213.061099; 43200.196317
212.967179; 43501.000000
213.091944; 43800.155593
213.284825; 44100.000000
213.222651; 44400.844252
213.493391; 44700.000000
213.440187; 45000.000000
213.334823; 45300.000000
213.311261; 45600.000000
