186.374484; 229.540517
216.667670; 300.144728
300.597819; 601.000000
422.255298; 900.614161
488.697581; 1200.540481
563.550010; 1501.000000
651.459921; 1802.000000
723.226606; 2100.843086
800.796784; 2400.360762
876.319456; 2700.000000
950.637026; 3000.000000
1025.432337; 3301.000000
1105.868409; 3600.000000
1182.139636; 3900.000000
1247.126589; 4200.434807
1320.927726; 4501.267547
1398.038897; 4801.000000
1480.113934; 5100.000000
1562.051066; 5400.000000
1642.244306; 5700.105193
1720.346972; 6000.872251
1797.002892; 6300.513308
1868.595009; 6600.622623
1945.276085; 6900.000000
2028.570406; 7201.347266
2101.655967; 7503.000000
2175.457671; 7800.000000
2254.145410; 8103.000000
2326.273538; 8400.309397
2410.976121; 8701.790508
2485.033111; 9000.197992
2558.555338; 9300.490472
2638.407190; 9600.000000
2717.516402; 9900.334337
2788.811048; 10200.000000
2862.954804; 10500.000000
2936.570767; 10800.000000
2946.947830; 11100.000000
2950.165552; 11400.000000
2982.108500; 11702.000000
3018.268196; 12000.000000
3058.282440; 12300.000000
3106.371363; 12600.000000
3157.158689; 12900.000000
3206.154493; 13200.000000
3252.762130; 13500.000000
3321.224964; 13800.000000
3379.177139; 14100.000000
3460.444534; 14400.000000
3537.340959; 14700.313672
3605.728581; 15000.489694
3683.323107; 15303.000000
3751.326465; 15600.000000
3829.451454; 15900.000000
3910.167410; 16200.000000
3999.503512; 16500.000000
4081.669329; 16801.000000
4169.565708; 17100.000000
4255.127887; 17400.000000
4340.915822; 17700.000000
4426.562707; 18000.611806
4523.802427; 18300.493453
4622.702220; 18600.000000
4714.736924; 18900.000000
4804.957135; 19200.000000
4906.615059; 19500.390443
4992.507324; 19800.952807
5083.088892; 20100.000000
5180.791196; 20400.000000
5275.417642; 20700.000000
5376.531892; 21000.000000
5472.442543; 21300.000000
5577.844146; 21601.267443
5681.091876; 21901.000000
5782.019330; 22200.631521
5879.686356; 22501.000000
5979.085868; 22800.000000
6079.784426; 23100.000000
6179.384804; 23401.000000
6281.103938; 23700.000000
6387.344568; 24000.000000
6491.269519; 24300.498659
6589.928251; 24600.000000
6704.983528; 24900.000000
6823.691418; 25200.000000
6924.821657; 25500.000000
7037.069707; 25801.000000
7142.603381; 26100.000000
7241.575051; 26400.378775
7352.172424; 26700.000000
7445.919057; 27000.000000
7552.885403; 27301.000000
7650.134579; 27600.000000
7752.163610; 27900.000000
7859.225009; 28201.000000
7970.073620; 28500.128598
8079.656045; 28800.512211
8184.891299; 29101.000000
8293.057040; 29400.874318
8396.709854; 29700.000000
8502.035194; 30001.000000
8610.900495; 30300.000000
8719.485766; 30600.000000
8830.644851; 30900.599405
8938.526901; 31200.000000
9042.056506; 31500.000000
9155.417474; 31802.000000
9264.618163; 32100.000000
9383.653789; 32401.000092
9503.706742; 32700.208184
9609.587105; 33001.512602
9715.591879; 33301.000000
9825.529540; 33600.018875
9933.456057; 33900.000000
10039.937041; 34200.124981
10150.177204; 34500.596996
10251.805664; 34801.000000
10362.393424; 35101.046911
10472.461796; 35400.000000
10587.956606; 35700.000000
10702.032878; 36000.327899
10819.638175; 36300.000000
10924.288451; 36601.000000
11037.127247; 36900.000000
11154.401553; 37200.000000
11266.071462; 37500.000000
11377.490267; 37800.000000
11489.972294; 38100.000000
11601.949336; 38400.494990
11718.709168; 38700.091501
11824.813139; 39000.000000
11935.849682; 39300.184483
12046.364721; 39600.449670
12157.882333; 39900.000000
12262.202661; 40203.000000
12363.359462; 40500.000000
12485.465446; 40800.104759
12594.179172; 41100.601605
12706.638247; 41400.162325
12819.243283; 41701.000000
12940.620610; 42000.000000
13059.928808; 42301.000000
13169.387251; 42600.786274
13276.989598; 42900.000000
13385.498011; 43200.000000
13502.290695; 43500.599462
13614.047158; 43800.154585
13743.429512; 44100.141662
13853.830475; 44400.000000
13964.733572; 44701.000000
14075.168567; 45000.000000
14187.527603; 45300.000000
14304.850635; 45600.000000
14407.922685; 45900.000000
14517.465961; 46200.759554
14617.151904; 46500.000000
14733.258499; 46800.000000
14840.374016; 47101.043630
14962.750650; 47400.010809
15067.791343; 47700.000000
15184.835252; 48000.000000
15299.263898; 48300.132354
15406.990891; 48600.000000
15518.578589; 48900.000000
15618.850234; 49200.000000
15726.514092; 49500.000000
15836.902585; 49800.000000
15935.899647; 50100.000000
16046.112069; 50400.000000
16213.490658; 50700.753165
16384.577647; 51000.841017
16553.401639; 51301.077223
16722.639248; 51602.000000
16886.916059; 51900.000000
17056.727373; 52200.252340
17224.485814; 52501.996292
17389.042848; 52800.000000
17552.420958; 53100.261537
17720.563790; 53401.000000
17884.250901; 53701.000000
18051.034695; 54001.000000
18216.002822; 54300.000000
18380.894001; 54600.045808
18542.056565; 54901.000000
18702.375673; 55201.000000
18863.787392; 55500.000000
19026.055686; 55803.379554
19188.243466; 56100.000000
19355.906479; 56400.391007
19514.835483; 56700.000000
19676.338587; 57000.425556
19834.072766; 57301.528036
19986.878248; 57601.000000
20143.878176; 57900.075179
20297.862421; 58201.000000
20458.175303; 58500.460387
20615.113144; 58800.935281
20770.868676; 59101.000000
20923.417193; 59400.912387
21079.066930; 59701.599339
21237.564102; 60002.000000
21391.745086; 60302.000000
21550.191583; 60602.807310
21705.987328; 60901.030856
21858.191169; 61200.000000
22008.403950; 61500.000000
22162.447086; 61800.000000
22317.243739; 62100.935301
22468.164440; 62400.000000
22624.328421; 62701.000000
22774.531958; 63001.970685
22924.414430; 63300.017161
23069.146262; 63600.028776
23213.999641; 63900.000000
23361.733814; 64201.000000
23506.249258; 64500.000000
