-0,109
 0,064
 0,434
 0,339
 0,306
-0,023
 0,054
-0,213
-1,163
-1,189
-1,114
-0,481
-1,003
-0,587
-0,686
-1,458
-1,013
-0,267
 0,887
 1,412
 1,608
 2,601
 1,596
 1,850
 2,506
 2,443
 0,846
 0,516
 0,152
-0,817
 0,025
-0,056
 0,237
 0,792
 0,110
-0,349
-1,240
-3,830
-4,041
-3,345
-2,778
-4,492
-3,077
-3,241
-2,097
 0,060
 2,720
 4,083
 2,187
 2,743
