<<<<<<< HEAD
226.139286
251.806617
212.193032
222.208649
219.972222
250.557385
213.751946
238.533396
213.703958
222.003005
218.718071
284.826142
220.577502
226.338503
231.146406
231.945906
226.790218
215.945836
225.147546
239.504241
223.165145
210.493782
251.192828
217.454731
210.657019
221.550726
234.650576
210.679738
221.466292
219.538587
233.554327
221.143513
227.311982
225.088902
220.030351
236.694291
236.984553
239.815494
229.469944
220.001246
241.090159
212.383758
214.303695
245.505635
237.227554
231.390211
213.851232
221.812432
216.178690
228.729785
219.263847
219.894374
227.176598
220.747909
233.856568
226.834968
228.333830
240.102891
220.361348
216.124780
237.095185
219.197570
221.111312
221.002475
230.705185
226.100683
234.462477
242.532083
224.634369
226.578634
219.726508
218.713692
221.598861
214.707163
233.803421
243.636669
219.544642
227.542560
219.103618
230.007853
213.404150
224.717712
218.602003
224.038904
226.549254
277.686180
230.982680
235.263020
218.917090
220.506659
213.335304
229.596206
205.905136
227.784433
222.332895
229.812831
252.930810
218.098406
224.040100
221.691827
215.423837
229.823905
242.013932
221.190178
225.768737
226.466992
215.198128
226.773005
270.792055
220.425718
236.797638
229.582638
229.334769
208.472179
222.941581
243.426412
229.321787
233.255608
220.782127
230.928184
238.265116
241.794710
212.020460
224.403061
243.809367
236.322596
225.214339
255.526219
=======
224.571393
229.355136
210.649589
216.583281
225.199093
214.388501
241.826710
224.591107
213.446294
221.520834
214.829841
236.198289
218.682184
247.796275
224.767107
218.931865
227.807637
233.988042
213.491651
247.009882
209.067547
223.566221
230.994907
242.581202
226.589846
228.556766
229.304124
216.849832
234.391892
237.769684
217.880382
214.265723
226.339610
231.864041
219.989823
243.499512
218.360292
216.666709
223.676621
223.722903
214.088345
231.872997
221.898545
212.534938
224.851880
215.650677
220.266075
236.555643
231.309474
254.789795
239.073861
224.115844
213.771112
218.886973
219.250898
241.789543
222.980769
266.407922
231.463312
209.411487
236.380847
237.727226
218.757902
226.115807
241.451242
211.251936
215.751752
230.567097
227.844343
215.046491
212.945260
236.284551
248.396331
227.058051
227.716966
229.764745
271.537712
216.122512
234.708262
230.911454
235.702190
215.022790
238.478177
216.986239
221.100163
228.867789
238.426355
244.550287
221.158667
217.221607
233.125236
234.156475
227.004885
227.583015
210.315420
221.805563
212.564009
216.257491
233.571047
245.518091
223.475150
226.942748
221.525738
230.968048
248.041069
253.559327
233.284901
216.782327
239.389869
217.148916
208.990690
214.280982
228.714670
251.280920
221.781178
245.592868
220.745520
224.585213
251.473270
218.005210
242.929670
226.534097
229.383091
213.146909
232.061166
225.417147
226.927814
231.683785
>>>>>>> mich
