<<<<<<< HEAD
202.527667
227.065055
221.087074
259.480558
251.563779
290.081658
248.971054
204.098992
191.588957
185.934131
202.100343
186.724156
347.307195
482.753363
244.253637
265.475173
208.062418
206.485574
217.064070
325.362229
294.045325
306.289638
247.580223
187.356554
213.413467
200.809054
201.090754
206.638874
225.619975
197.741513
198.857332
209.297113
203.135709
214.681697
259.414836
208.536580
207.373788
195.716129
249.722121
213.843818
245.759664
248.311350
203.742891
238.300845
341.242252
265.604937
241.527484
267.594867
243.458362
232.487003
271.431780
319.515846
245.093344
296.059123
320.960401
258.428417
205.536445
219.297012
206.265480
192.627270
213.221208
337.147132
213.604241
227.990364
190.239002
204.083306
207.575396
235.812397
202.604111
256.310887
370.903766
383.320094
210.067607
226.606141
219.003304
194.958164
268.407842
240.918542
185.917706
235.007278
215.972719
237.400769
206.479637
195.688803
241.656667
246.247591
203.287651
190.787651
221.551298
243.045377
224.922673
216.164999
247.475486
260.362796
244.262112
212.974585
200.100273
209.295483
210.843704
295.703824
388.239743
244.379813
210.222490
214.305432
282.373260
243.542679
206.396673
202.134680
248.986753
241.372172
387.882523
423.139471
250.504826
225.426693
199.329532
302.732729
202.230005
295.171258
285.029777
263.041384
228.453088
202.490893
196.050055
271.252441
308.338002
201.026243
229.202256
264.546076
=======
181.642659
181.431332
191.457931
190.305982
199.211799
193.122868
190.885702
178.934965
206.505400
174.476590
176.160493
178.273439
200.067929
302.297715
176.303356
248.566591
214.728421
244.375889
193.505647
204.694145
192.330080
182.162153
208.359394
187.729818
185.967016
175.667116
170.234875
184.008442
223.353696
235.000615
176.876622
180.874478
185.136377
187.478072
216.079814
181.581685
188.124073
185.143181
183.466419
205.044698
194.743434
226.275943
172.666555
209.132432
226.781514
238.520920
206.287430
203.297225
197.329405
429.715170
430.646935
245.336484
191.261790
182.235095
195.824958
210.350313
198.096925
212.522028
200.951992
178.081677
189.955803
210.073330
183.424737
198.644350
199.914176
181.736741
182.632146
229.095327
236.093612
188.652633
231.566942
195.034474
187.310624
222.299026
200.431590
199.628582
208.346132
219.493506
179.045281
185.774415
182.691521
215.725317
184.589192
182.961077
191.619205
198.225413
231.911494
172.417193
186.344899
207.161464
178.948148
186.808409
201.022072
320.727492
196.598612
188.023239
188.916620
197.674204
178.267130
195.542103
183.946409
183.530943
276.387433
177.883982
195.797264
197.380324
244.598113
181.341075
181.170077
190.585685
216.219137
279.739631
195.091124
181.356721
183.038050
186.951231
196.485095
208.710653
199.192793
191.120485
195.938391
199.634685
184.272980
203.275859
187.930918
189.191528
182.822987
176.767213
>>>>>>> mich
